Cancer Type,Trials Phase 1,Enrollment Phase 1,Trials Phase 2,Enrollment Phase 2,Trials Phase 3,Enrollment Phase 3
Any GI (Unique NCT),138,5716.0,47,4912.0,4,1398.0
