Cancer Type,% Pop Covered (30mi),% Urban Covered,% Rural Covered,% Q1 (Low Income) Access,% Q4 (High Income) Access
Solid,37.05348551458182,44.193864734944185,1.5122916777881663,22.67035432901093,61.29668814326865
